City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
266,Rincon,US,32.296,-81.2354,80.85,78,75,5.75,broken clouds
267,Sasebo,JP,33.1592,129.7228,78.78,94,100,17.13,moderate rain
268,Tuatapere,NZ,-46.1333,167.6833,44.94,90,100,5.82,overcast clouds
269,Hasaki,JP,35.7333,140.8333,86.4,87,100,15.9,overcast clouds
270,Richards Bay,ZA,-28.783,32.0377,66.04,78,0,11.81,clear sky
271,Sindor,RU,62.8629,51.8905,59.68,68,85,5.5,overcast clouds
272,Pangnirtung,CA,66.1451,-65.7125,47.68,71,95,3.31,overcast clouds
273,Mizdah,LY,31.4451,12.9801,73.26,51,0,8.16,clear sky
274,Innisfail,AU,-17.5333,146.0333,69.91,71,13,9.08,few clouds
275,Eyl,SO,7.9803,49.8164,77.0,62,65,25.81,broken clouds
276,Fortuna,US,40.5982,-124.1573,73.85,69,17,5.01,few clouds
277,Sydney Mines,CA,46.2367,-60.2177,76.14,68,51,8.01,broken clouds
278,Yermakovskoye,RU,53.2831,92.4003,57.78,68,68,2.21,broken clouds
279,Sychevka,RU,55.8252,34.2736,51.4,81,61,6.15,broken clouds
280,Calbuco,CL,-41.768,-73.1273,38.41,79,20,8.95,few clouds
